class_0,mmr_0,class_1,mmr_1,class_2,mmr_2,class_3,mmr_3,class_4,mmr_4,class_5,mmr_5,class_6,mmr_6,class_7,mmr_7,class_8,mmr_8,class_9,mmr_9,win,kerri_win_pct
Niadra,1740,Artanis,1800,Scientist,2080,Ascendant,1700,Dehaka,1000,Swann,2180,Selendis,1880.0,Helios,1360.0,Prophet,2040.0,Dark Templar,1240.0,Survivor,0.08697874
Scion,1980,Selendis,1140,Prophet,1860,Ascendant,1200,Spirit,1620,Niadra,1240,Selendis,1180.0,Ascendant,1320.0,Kerrigan,1260.0,Dark Templar,2260.0,Kerrigan,0.13077782
Ascendant,1080,Selendis,1320,Zagara,1200,Prophet,1220,Selendis,1200,Thakras,1100,Selendis,2020.0,Dark Templar,1480.0,,,,,Survivor,0.2961949
Swann,1600,Prophet,1420,Zagara,1320,Helios,1400,Thakras,1220,Engineer,1200,Ascendant,1200.0,Ascendant,1200.0,Selendis,1440.0,,,Kerrigan,0.46883747
Scientist,1240,Zagara,1260,Mira,1340,Spirit,1700,Dehaka,1040,Spirit,1480,Engineer,1640.0,Stukov,1740.0,Prophet,1460.0,Dark Templar,1380.0,Survivor,0.17330663
Ascendant,1280,Kerrigan,1080,Dark Templar,1880,Zagara,1160,Ascendant,1620,Selendis,1280,Prophet,2580.0,Ascendant,1460.0,Team Nova,1700.0,,,Survivor,0.054442614
Prophet,1440,Ares,1440,Nomad,1400,Ascendant,1200,Scientist,1480,Zagara,1140,Dehaka,1160.0,Ascendant,1480.0,Ascendant,1440.0,Nomad,1420.0,Survivor,0.26495105
Kerrigan,1340,Prophet,1180,Selendis,1240,Spirit,1880,Dark Templar,1220,Mira,1500,Stukov,1520.0,Zagara,1180.0,Helios,1960.0,Artanis,1340.0,Survivor,0.22207372
Scientist,2100,Scientist,1220,Zagara,1160,Stukov,960,Kerrigan,1180,Stukov,1300,Ascendant,1180.0,Selendis,1280.0,Stukov,1260.0,Ascendant,1200.0,Survivor,0.2990939
Zagara,1340,Ares,1180,Ascendant,1520,Stukov,1180,Prophet,1100,Swann,1820,Spirit,1760.0,Dehaka,1220.0,Dark Templar,1260.0,Stukov,1440.0,Survivor,0.32713538
Stukov,1220,Dark Templar,1540,Zagara,1420,Nomad,1580,Scientist,1380,Scientist,1500,Ascendant,1800.0,Mira,1440.0,Scientist,1420.0,Kerrigan,1120.0,Kerrigan,0.2672008
Swann,1000,Dehaka,1160,Nomad,1500,Ascendant,1100,Dark Templar,700,Prophet,1300,Mira,1420.0,Zagara,1260.0,Ascendant,1660.0,Nomad,1260.0,Survivor,0.43570313
Selendis,2000,Zagara,1260,Selendis,1720,Spirit,1280,Dehaka,2580,Dark Templar,1720,Prophet,1800.0,Ascendant,1120.0,Ascendant,1200.0,Ascendant,1160.0,Kerrigan,0.83203036
Nomad,1700,Prophet,1740,Artanis,1500,Ascendant,1200,Ascendant,1200,Ascendant,1160,Zagara,1220.0,Ascendant,1160.0,Selendis,1440.0,Kerrigan,1320.0,Survivor,0.35709888
Prophet,2580,Scientist,1880,Team Nova,2200,Artanis,1440,Thakras,2580,Scientist,1200,Selendis,1480.0,Ascendant,1240.0,Ares,1180.0,,,Kerrigan,0.9657508
Ares,1960,Prophet,1860,Niadra,1300,Ascendant,1160,Nomad,1900,Kerrigan,1160,Ascendant,1200.0,Selendis,1480.0,Team Nova,1440.0,Dark Templar,1340.0,Survivor,0.16344938
Nomad,1920,Ascendant,2580,Ares,1460,Prophet,2240,Swann,1560,Selendis,1340,Ascendant,1200.0,Dark Templar,1480.0,Kerrigan,1760.0,Zagara,1480.0,Survivor,0.2358374
Scientist,2140,Nomad,1980,Spirit,1540,Zagara,2100,Artanis,1520,Helios,1880,Kerrigan,1900.0,Ascendant,1600.0,Ares,1380.0,Ascendant,1280.0,Kerrigan,0.7527809
Nomad,1740,Artanis,1520,Zagara,1200,Selendis,1900,Scientist,1540,Dehaka,1440,Scientist,1480.0,Prophet,1500.0,Engineer,1420.0,Ares,1200.0,Kerrigan,0.23832713
Scientist,1560,Ares,1180,Spirit,1260,Dark Templar,1480,Helios,1560,Selendis,1540,Ares,1100.0,Scientist,800.0,Dehaka,1680.0,,,Kerrigan,0.8246055
Ascendant,1220,Swann,1260,Dehaka,2260,Scientist,1200,Scientist,1500,Scientist,1360,Niadra,1200.0,Scientist,1200.0,Ascendant,1200.0,Ascendant,1620.0,Kerrigan,0.88300514
Nomad,1460,Zagara,1160,Ascendant,1220,Swann,980,Ascendant,1420,Spirit,1420,Prophet,1420.0,Ares,2160.0,Kerrigan,1200.0,Artanis,1180.0,Survivor,0.20716737
Swann,600,Zagara,2140,Dehaka,1180,Ascendant,1220,Ascendant,1220,Artanis,1580,Artanis,1720.0,Stukov,1700.0,Scientist,1300.0,Prophet,1340.0,Kerrigan,0.797004
Zagara,1840,Scientist,1720,Ascendant,1180,Stukov,1640,Ascendant,1340,Ascendant,1280,Selendis,1300.0,Stukov,1200.0,Ascendant,1200.0,,,Kerrigan,0.889298
Ascendant,1580,Dark Templar,1600,Selendis,1100,Stukov,1200,Stukov,1140,Dehaka,1640,Prophet,1400.0,Ascendant,1380.0,Niadra,1040.0,Ares,1120.0,Survivor,0.53988
Stukov,1560,Scientist,1340,Helios,1500,Engineer,1380,Thakras,1820,Niadra,1160,Team Nova,1360.0,Nomad,1640.0,Prophet,1440.0,Artanis,1420.0,Survivor,0.5599343
Ascendant,1200,Spirit,1340,Nomad,2180,Ascendant,1180,Zagara,1160,Selendis,1380,Dehaka,1140.0,Ascendant,600.0,Helios,1400.0,Swann,1180.0,Survivor,0.25319898
Mira,2240,Prophet,1480,Dark Templar,1420,Team Nova,2100,Zagara,1160,Thakras,1220,Ascendant,2040.0,Stukov,1200.0,Scientist,1560.0,Ares,1200.0,Survivor,0.073409274
Niadra,1820,Thakras,1220,Nomad,2040,Ares,1560,Scientist,2500,Dark Templar,1480,Ascendant,1500.0,Engineer,1300.0,Prophet,1420.0,Nomad,1340.0,Survivor,0.23600438
Zagara,1260,Selendis,1160,Artanis,1200,Ascendant,1260,Scientist,1400,Mira,1640,Ascendant,1480.0,Ascendant,1180.0,Ascendant,1200.0,Dehaka,1200.0,Kerrigan,0.43872508
Dehaka,1400,Swann,1300,Zagara,1520,Ascendant,1200,Ascendant,1200,Artanis,1320,Dark Templar,1780.0,Team Nova,1780.0,Scientist,1020.0,Scientist,1620.0,Survivor,0.5398882
Scientist,1160,Spirit,1620,Scion,1940,Ascendant,940,Swann,1060,Artanis,1800,Ascendant,1280.0,Niadra,1220.0,Thakras,1400.0,Selendis,1520.0,Survivor,0.32214677
Dehaka,1400,Dark Templar,1160,Scientist,1320,Mira,1460,Scientist,1280,Prophet,1440,Ascendant,1200.0,Artanis,1480.0,Nomad,620.0,,,Survivor,0.6574516
Nomad,1540,Helios,1100,Ascendant,1260,Stukov,1800,Spirit,1720,Ascendant,1140,Ascendant,1180.0,Zagara,2440.0,Kerrigan,1920.0,,,Kerrigan,0.9741451
Zagara,1220,Scientist,1420,Artanis,1060,Stukov,1380,Kerrigan,1240,Ascendant,1320,Dark Templar,1120.0,Ascendant,1180.0,Selendis,1300.0,Ares,1200.0,Kerrigan,0.52154833
Dark Templar,1520,Ascendant,1180,Kerrigan,1320,Zagara,1220,Mira,1840,Ascendant,1180,Ascendant,1420.0,Ascendant,1200.0,Scientist,1240.0,Scientist,1140.0,Kerrigan,0.4168914
Zagara,1120,Ares,1120,Kerrigan,1520,Stukov,1540,Scientist,2080,Selendis,1780,Selendis,1260.0,Ascendant,1200.0,Spirit,1100.0,Selendis,1480.0,Survivor,0.30560422
Ascendant,1200,Selendis,1360,Dark Templar,1720,Artanis,1520,Spirit,1220,Zagara,1160,Nomad,1380.0,Dehaka,820.0,Nomad,1680.0,Ascendant,1480.0,Survivor,0.11382807
Scion,2080,Kerrigan,1320,Ascendant,2420,Stukov,1480,Nomad,1640,Dark Templar,1500,Prophet,2580.0,Selendis,1720.0,Zagara,1300.0,Ascendant,1160.0,Survivor,0.04586356
Nomad,1480,Dark Templar,900,Ascendant,1360,Zagara,1160,Stukov,1200,Ares,1680,Ascendant,1200.0,Dehaka,1560.0,Ascendant,1200.0,Ares,1200.0,Kerrigan,0.59791887
Stukov,2140,Selendis,1700,Prophet,2120,Zagara,1320,Swann,1480,Stukov,1180,Thakras,2440.0,Nomad,1800.0,Team Nova,1480.0,Stukov,1620.0,Survivor,0.6113852
Ascendant,1800,Swann,1400,Thakras,2020,Spirit,1800,Ascendant,1320,Prophet,1900,Ascendant,1220.0,Helios,1680.0,Artanis,880.0,,,Kerrigan,0.8724146
Thakras,1120,Zagara,1080,Artanis,1340,Helios,1480,Mira,1740,Swann,1560,Selendis,1620.0,Spirit,1000.0,Team Nova,1640.0,Mira,1380.0,Survivor,0.15035553
Nomad,1480,Artanis,1140,Zagara,1540,Ascendant,1760,Stukov,1600,Dehaka,1440,Selendis,1180.0,Team Nova,1340.0,Dark Templar,1180.0,Selendis,1100.0,Kerrigan,0.6288458
Selendis,1860,Ares,1660,Mira,1960,Zagara,1180,Team Nova,1400,Selendis,1520,Scientist,1260.0,Artanis,1200.0,Prophet,1220.0,Thakras,1920.0,Kerrigan,0.49553847
Zagara,1360,Dehaka,1200,Ascendant,1660,Selendis,1340,Ascendant,1220,Ascendant,1160,Artanis,1560.0,Ares,1820.0,Stukov,1200.0,Prophet,1580.0,Survivor,0.30516502
Zagara,980,Dehaka,1680,Swann,1340,Ascendant,1200,Artanis,1420,Ares,1880,Team Nova,1800.0,Nomad,1520.0,Ascendant,1600.0,Dark Templar,720.0,Kerrigan,0.31231564
Prophet,1480,Artanis,2320,Spirit,1820,Artanis,1580,Ascendant,2200,Team Nova,1580,Nomad,1460.0,Ascendant,1260.0,Zagara,1240.0,Dehaka,1280.0,Survivor,0.07463544
Kerrigan,1340,Selendis,1400,Prophet,1400,Stukov,1540,Stukov,800,Ascendant,1180,Niadra,1140.0,Nomad,1680.0,Selendis,1320.0,Stukov,1160.0,Kerrigan,0.40341628
Swann,1400,Zagara,1340,Ascendant,1560,Dark Templar,1480,Artanis,1240,Kerrigan,1600,Scientist,1280.0,Nomad,1280.0,Helios,1560.0,,,Kerrigan,0.63778096
Stukov,1280,Dehaka,1360,Scientist,1260,Zagara,1040,Ares,1220,Stukov,1200,Ascendant,1180.0,Ascendant,1120.0,Selendis,1160.0,Stukov,1640.0,Survivor,0.47818586
Spirit,1520,Nomad,1580,Ares,1440,Kerrigan,1860,Helios,1560,Ascendant,1200,Scientist,1440.0,Team Nova,1660.0,Zagara,1320.0,Prophet,1920.0,Survivor,0.5069294
Dehaka,2240,Ascendant,1200,Ascendant,1200,Stukov,1440,Nomad,1740,Scientist,1200,Zagara,1160.0,Stukov,1640.0,Ascendant,1180.0,,,Kerrigan,0.85135734
Scientist,1500,Scientist,1260,Dark Templar,1280,Ascendant,1920,Zagara,1460,Selendis,1120,Prophet,1420.0,Artanis,1520.0,Kerrigan,1400.0,Swann,1380.0,Survivor,0.45752323
Mira,1660,Selendis,1340,Dehaka,1240,Dark Templar,1200,Scientist,1200,Mira,1460,Team Nova,1960.0,Selendis,1440.0,Zagara,1240.0,Ascendant,1180.0,Survivor,0.2557909
Mira,1340,Scientist,1360,Ascendant,1200,Nomad,1180,Zagara,1320,Dehaka,1420,Prophet,1520.0,Ascendant,1240.0,Ascendant,1200.0,Ascendant,1480.0,Kerrigan,0.5920027
Kerrigan,1560,Zagara,1260,Selendis,1240,Ascendant,2580,Spirit,1280,Spirit,2340,Stukov,1400.0,Prophet,2540.0,Mira,1240.0,Scientist,1420.0,Survivor,0.12113841
Dark Templar,1760,Spirit,2220,Zagara,1140,Prophet,1220,Scientist,1280,Team Nova,1820,Mira,1640.0,Spirit,1360.0,Thakras,1220.0,Stukov,1200.0,Survivor,0.10490212
Artanis,1260,Ascendant,1420,Dark Templar,1300,Swann,1640,Niadra,2460,Scientist,1680,Spirit,2280.0,Thakras,2240.0,Selendis,1260.0,Prophet,1340.0,Kerrigan,0.9607103
Dehaka,2220,Selendis,1420,Zagara,1260,Swann,1640,Ascendant,1200,Prophet,1620,Stukov,1180.0,Selendis,2020.0,Ascendant,1380.0,Ares,1200.0,Kerrigan,0.76073045
Nomad,1460,Swann,920,Selendis,1420,Stukov,1120,Artanis,1400,Helios,1240,Ares,1200.0,Zagara,1360.0,,,,,Survivor,0.6826751
Scientist,1880,Kerrigan,1100,Selendis,1520,Helios,1280,Team Nova,1460,Prophet,1260,Spirit,1360.0,Swann,1360.0,Zagara,1420.0,,,Survivor,0.32705048
Spirit,2120,Spirit,1460,Dark Templar,720,Selendis,1240,Ascendant,1200,Kerrigan,1740,Artanis,1180.0,Ascendant,1200.0,Artanis,1500.0,Zagara,1200.0,Kerrigan,0.584247
Selendis,1120,Team Nova,1380,Dehaka,1140,Spirit,1420,Niadra,1860,Dark Templar,1680,Spirit,1200.0,Ascendant,1180.0,Ascendant,1180.0,,,Kerrigan,0.7429031
Team Nova,1860,Ascendant,960,Selendis,1440,Ascendant,1220,Dehaka,1140,Spirit,1940,Helios,1380.0,Zagara,1080.0,Ascendant,1220.0,Prophet,1220.0,Survivor,0.16669239
Helios,1900,Nomad,1420,Artanis,1560,Ascendant,1180,Prophet,1700,Nomad,1700,Zagara,1320.0,Thakras,1180.0,Mira,1140.0,Scientist,1200.0,Survivor,0.24768074
Artanis,1560,Selendis,1340,Dehaka,1320,Scientist,1260,Selendis,1280,Artanis,1260,Spirit,1460.0,Scientist,2180.0,Scientist,1140.0,Zagara,1320.0,Kerrigan,0.31634215
Prophet,1620,Helios,1700,Niadra,1620,Dark Templar,1540,Dehaka,1140,Scientist,1500,Stukov,1300.0,Ares,1840.0,Mira,1580.0,Ares,1180.0,Survivor,0.28900155
Prophet,2180,Swann,1600,Engineer,1360,Scientist,1500,Kerrigan,1320,Artanis,1220,Stukov,1500.0,Artanis,1220.0,Zagara,1500.0,Dark Templar,940.0,Survivor,0.36262432
Zagara,1260,Thakras,2400,Ascendant,2580,Spirit,1860,Prophet,2240,Nomad,1800,Artanis,2220.0,Selendis,1360.0,Scientist,1400.0,,,Kerrigan,0.37714824
Ascendant,1420,Dehaka,1100,Zagara,1220,Selendis,1480,Swann,1260,Prophet,1760,Dark Templar,1380.0,Nomad,1280.0,Scientist,1120.0,Stukov,1900.0,Survivor,0.18345779
Prophet,1940,Helios,1500,Zagara,1360,Spirit,1740,Dark Templar,1540,Swann,1760,Artanis,1540.0,Selendis,2000.0,Dehaka,1800.0,Artanis,2240.0,Survivor,0.22419617
Spirit,2220,Thakras,1180,Ascendant,1320,Artanis,1440,Niadra,1180,Swann,1480,Nomad,2220.0,Prophet,2120.0,Scientist,1740.0,Team Nova,1720.0,Survivor,0.045319293
Dehaka,1160,Ascendant,1240,Selendis,1380,Selendis,1220,Prophet,1260,Zagara,1120,Team Nova,1460.0,Scientist,1220.0,Nomad,2200.0,Ascendant,1600.0,Survivor,0.1548386
Niadra,1340,Selendis,1340,Selendis,1740,Dark Templar,1260,Kerrigan,1100,Scientist,1460,Spirit,1620.0,Stukov,1220.0,Team Nova,1720.0,Engineer,1880.0,Survivor,0.17613654
Dark Templar,2060,Spirit,1720,Niadra,1160,Artanis,1160,Team Nova,1820,Spirit,1040,Thakras,1140.0,Prophet,1200.0,,,,,Survivor,0.22758672
Selendis,1000,Zagara,2140,Kerrigan,1200,Ascendant,1200,Scientist,1200,Stukov,1120,Scientist,1140.0,Scientist,1260.0,Spirit,1520.0,Ares,1200.0,Kerrigan,0.907555
Prophet,1820,Dehaka,1960,Nomad,2020,Nomad,1540,Ascendant,1160,Ares,1160,Zagara,1960.0,Mira,1660.0,Stukov,1960.0,Stukov,1200.0,Kerrigan,0.80397105
Dehaka,1160,Team Nova,1440,Stukov,1780,Dark Templar,1220,Zagara,1240,Ascendant,1200,Ascendant,1200.0,Spirit,1860.0,Ascendant,1200.0,Ares,1440.0,Survivor,0.2399701
Artanis,1320,Spirit,2020,Spirit,1460,Scientist,1920,Ascendant,1260,Dehaka,1180,Spirit,1200.0,Stukov,1220.0,Prophet,1420.0,Zagara,1200.0,Survivor,0.17235087
Selendis,1260,Ascendant,1460,Ascendant,1200,Helios,1380,Scientist,1180,Zagara,1140,Swann,1100.0,Ascendant,1420.0,Scientist,1640.0,Kerrigan,1400.0,Kerrigan,0.45910823
Nomad,1880,Kerrigan,1120,Scientist,1980,Stukov,1400,Prophet,1580,Stukov,1180,Selendis,1520.0,Scientist,1220.0,Artanis,1380.0,Zagara,1240.0,Survivor,0.14145131
Scientist,1520,Prophet,1220,Selendis,1500,Ascendant,1220,Scientist,1200,Dark Templar,1480,Zagara,940.0,Nomad,1420.0,Dehaka,1620.0,Stukov,1260.0,Kerrigan,0.46512234
Prophet,1540,Dark Templar,1580,Team Nova,1760,Scientist,1000,Spirit,1640,Kerrigan,1400,Scientist,1580.0,Ascendant,1200.0,Zagara,920.0,Ascendant,1360.0,Survivor,0.17934395
Nomad,2400,Zagara,1200,Prophet,1660,Ascendant,1200,Dehaka,1320,Artanis,1500,Dark Templar,1740.0,Artanis,1200.0,Scientist,1200.0,Mira,1420.0,Survivor,0.15545632
Scientist,1820,Dehaka,2220,Zagara,2580,Swann,1380,Engineer,1400,Team Nova,1800,Nomad,1420.0,Mira,1380.0,Spirit,1540.0,Artanis,1920.0,Kerrigan,0.9691269
Swann,1460,Team Nova,1740,Spirit,1640,Ascendant,1600,Scientist,1200,Dark Templar,1140,Dehaka,1440.0,Zagara,1100.0,Selendis,1440.0,Ascendant,1200.0,Kerrigan,0.33167544
Prophet,1380,Dark Templar,1460,Ascendant,1280,Stukov,1120,Selendis,1580,Ascendant,2140,Stukov,1500.0,Kerrigan,1220.0,Niadra,1300.0,Spirit,1560.0,Survivor,0.189851
Dark Templar,1120,Prophet,1160,Selendis,1520,Spirit,1500,Spirit,1560,Scientist,1200,Stukov,2100.0,Kerrigan,2480.0,Team Nova,1820.0,Zagara,1200.0,Survivor,0.7667536
Team Nova,2020,Mira,1520,Zagara,1440,Scientist,1160,Ascendant,1200,Kerrigan,1180,Scientist,1800.0,Selendis,1380.0,Engineer,1080.0,Prophet,1860.0,Survivor,0.2514867
Spirit,1980,Zagara,1220,Spirit,1180,Kerrigan,1020,Ascendant,1240,Spirit,1180,Dark Templar,1180.0,Nomad,1360.0,Ascendant,1620.0,Ascendant,1200.0,Survivor,0.22826432
Spirit,1540,Mira,1400,Zagara,1280,Ascendant,1540,Artanis,1700,Dark Templar,1420,Prophet,1280.0,Spirit,1520.0,Swann,1680.0,,,Survivor,0.2509523
Ascendant,1560,Prophet,1260,Artanis,2060,Ascendant,1280,Ascendant,1120,Kerrigan,1880,Ares,1980.0,Swann,1580.0,Ascendant,1200.0,Zagara,1420.0,Survivor,0.56483954
Helios,1560,Kerrigan,2400,Zagara,1360,Selendis,1380,Dark Templar,1400,Ascendant,1100,Spirit,1340.0,Spirit,1820.0,Swann,1520.0,Selendis,1420.0,Kerrigan,0.86784416
Prophet,1180,Scientist,1200,Zagara,1180,Dehaka,2440,Spirit,1160,Ascendant,1200,Ascendant,1200.0,Dark Templar,1560.0,Stukov,1080.0,Spirit,1200.0,Kerrigan,0.94147295
Scientist,1840,Team Nova,1700,Prophet,1300,Spirit,1220,Niadra,1480,Thakras,1540,Stukov,1200.0,Spirit,1220.0,Spirit,1600.0,,,Kerrigan,0.59963834
Team Nova,1440,Stukov,1280,Dark Templar,1400,Scientist,1140,Selendis,1480,Thakras,1640,Scientist,1540.0,Niadra,1100.0,Ascendant,1060.0,Prophet,1320.0,Survivor,0.54091847
Selendis,1820,Stukov,760,Zagara,1200,Ascendant,2320,Dark Templar,1960,Scientist,2160,Kerrigan,2380.0,Scientist,1600.0,Swann,2240.0,Ascendant,1860.0,Survivor,0.28678304
Ascendant,2020,Stukov,1480,Dark Templar,1780,Scientist,1200,Ascendant,1240,Selendis,1240,Dehaka,1920.0,Zagara,1120.0,Prophet,1320.0,Artanis,1360.0,Survivor,0.52311754
Zagara,1380,Nomad,1320,Helios,2180,Selendis,1100,Ascendant,1180,Prophet,1100,Scientist,1360.0,Ascendant,1980.0,Ares,1760.0,Dehaka,1500.0,Kerrigan,0.35836658
Spirit,1260,Kerrigan,2140,Ascendant,1200,Ares,1280,Ascendant,600,Scientist,1560,Artanis,1140.0,Selendis,1420.0,Zagara,1440.0,Helios,1200.0,Kerrigan,0.9283438
Team Nova,1340,Kerrigan,1140,Zagara,1020,Stukov,1220,Dark Templar,1240,Ascendant,1200,Nomad,1220.0,Swann,1360.0,Scientist,1240.0,Ares,1200.0,Kerrigan,0.37404147
Prophet,1720,Ascendant,1220,Thakras,2440,Ascendant,1200,Spirit,1920,Ares,1200,Scientist,1720.0,Ascendant,1200.0,Ascendant,1240.0,,,Kerrigan,0.9871802
Helios,1400,Dehaka,1160,Nomad,1620,Ascendant,1140,Zagara,1020,Nomad,1640,Prophet,1680.0,Dark Templar,1160.0,Ascendant,1280.0,Selendis,1560.0,Survivor,0.16905019
Nomad,1720,Spirit,1420,Stukov,1260,Prophet,1600,Stukov,1700,Stukov,1140,Ascendant,1260.0,Dehaka,1160.0,Zagara,1280.0,,,Kerrigan,0.3041585
Zagara,1220,Spirit,1500,Kerrigan,1640,Scientist,1340,Scientist,1280,Spirit,1340,Dark Templar,1460.0,Ascendant,1420.0,Spirit,1820.0,Spirit,1180.0,Kerrigan,0.496578
Dehaka,2300,Scientist,1860,Spirit,1780,Dark Templar,1480,Ascendant,1160,Zagara,1580,Ares,1240.0,Artanis,1260.0,Prophet,1220.0,,,Kerrigan,0.9092591
Scientist,1300,Thakras,1320,Prophet,1280,Artanis,1240,Ascendant,1320,Dark Templar,1420,Zagara,1420.0,Selendis,1360.0,Mira,1180.0,Ascendant,1260.0,Survivor,0.62307644
Scion,1740,Ascendant,1200,Selendis,1440,Ascendant,1240,Stukov,1280,Ascendant,1220,Zagara,1320.0,Stukov,1280.0,Dehaka,1100.0,Prophet,1240.0,Survivor,0.36461896
Team Nova,1620,Spirit,1180,Scientist,1560,Prophet,1500,Zagara,1160,Artanis,1460,Ascendant,1620.0,Swann,1060.0,Ares,1220.0,Dehaka,1120.0,Survivor,0.23570903
Stukov,1500,Spirit,1240,Team Nova,1860,Niadra,1140,Spirit,1200,Kerrigan,1280,Mira,1360.0,Scientist,1740.0,Selendis,1680.0,,,Survivor,0.23317792
Nomad,1220,Ascendant,1280,Helios,1520,Ascendant,1320,Niadra,1180,Kerrigan,1240,Dark Templar,1220.0,Nomad,1200.0,Scientist,1300.0,Prophet,1500.0,Survivor,0.40570223
Ares,1200,Artanis,1220,Ascendant,1160,Scientist,1200,Zagara,1120,Kerrigan,1520,Selendis,1180.0,Selendis,1500.0,Stukov,1920.0,Nomad,1520.0,Kerrigan,0.45892623
Stukov,1560,Prophet,1160,Zagara,1200,Spirit,1200,Scientist,1640,Ascendant,1220,Scientist,1200.0,Scientist,1200.0,Kerrigan,1740.0,Spirit,1160.0,Kerrigan,0.6973737
Nomad,1320,Prophet,1660,Dark Templar,1760,Dehaka,1840,Scientist,1200,Ares,1200,Ares,1200.0,Engineer,1660.0,Ascendant,1300.0,Zagara,1000.0,Kerrigan,0.5342547
Nomad,1240,Scientist,1880,Selendis,1400,Helios,1420,Thakras,1940,Prophet,1840,Ascendant,1220.0,Ascendant,1180.0,Nomad,1200.0,,,Kerrigan,0.88220334
Stukov,780,Niadra,2140,Spirit,1180,Stukov,1200,Kerrigan,1960,Team Nova,1880,Prophet,1220.0,Ascendant,1580.0,Ascendant,1200.0,Ares,1340.0,Kerrigan,0.9530551
Dehaka,1840,Artanis,1180,Ascendant,1280,Selendis,2140,Spirit,1980,Stukov,1720,Prophet,1480.0,Nomad,1980.0,Nomad,1500.0,Zagara,1880.0,Survivor,0.6044349
Ares,1560,Team Nova,1700,Helios,1380,Dehaka,2020,Ascendant,1580,Swann,1600,Zagara,1140.0,Spirit,1940.0,Stukov,1920.0,Scientist,1320.0,Kerrigan,0.3980985
Ascendant,2520,Dehaka,1220,Spirit,2060,Prophet,1280,Artanis,1320,Spirit,1600,Team Nova,2560.0,Zagara,1520.0,Spirit,1860.0,Ares,1460.0,Survivor,0.055448774
Spirit,1500,Zagara,1180,Prophet,2020,Nomad,1640,Thakras,1160,Dark Templar,1720,Selendis,1220.0,Ascendant,1240.0,Spirit,1280.0,Engineer,1340.0,Survivor,0.15689068
Dehaka,1140,Helios,1400,Scientist,1280,Niadra,1540,Scientist,2320,Ascendant,1200,Ascendant,1180.0,Stukov,1500.0,Prophet,1620.0,Stukov,1380.0,Kerrigan,0.26372325
Scion,2040,Dehaka,1980,Selendis,1500,Selendis,1580,Spirit,1400,Zagara,1940,Dark Templar,1860.0,Ascendant,1200.0,Stukov,1160.0,Ascendant,1200.0,Kerrigan,0.8439553
Ascendant,1200,Team Nova,1580,Ascendant,1200,Spirit,1420,Kerrigan,1500,Dark Templar,1540,Ascendant,1700.0,Prophet,1240.0,Ascendant,1200.0,Niadra,1120.0,Survivor,0.41605738
Scientist,2120,Nomad,2300,Dehaka,2500,Spirit,1980,Stukov,2160,Zagara,1240,Stukov,1580.0,Prophet,1920.0,Spirit,2540.0,,,Survivor,0.22337604
Team Nova,1560,Ascendant,2040,Prophet,1960,Scion,1940,Zagara,1040,Selendis,1240,Stukov,1440.0,Kerrigan,1260.0,Artanis,1680.0,Nomad,1360.0,Survivor,0.07402119
Selendis,1260,Dehaka,1340,Stukov,1740,Scientist,1140,Nomad,2040,Stukov,1480,Artanis,2000.0,Nomad,1780.0,Zagara,1200.0,Prophet,2580.0,Survivor,0.054956157
Ascendant,2480,Spirit,2040,Scientist,1360,Prophet,1440,Ascendant,1580,Helios,1720,Artanis,1260.0,Zagara,1180.0,Ascendant,1720.0,Kerrigan,2400.0,Survivor,0.45694473
Scientist,1220,Zagara,2420,Stukov,600,Selendis,1280,Kerrigan,1760,Prophet,1380,Ascendant,1140.0,Ascendant,1200.0,Ares,1160.0,Scientist,1200.0,Kerrigan,0.9859676
Zagara,1380,Kerrigan,1420,Ascendant,1240,Spirit,1820,Ascendant,1200,Ascendant,1200,Spirit,1240.0,Ares,1200.0,Ascendant,1200.0,Prophet,1340.0,Kerrigan,0.5933531
Mira,1360,Scientist,860,Zagara,1120,Kerrigan,1440,Scientist,1280,Ares,1160,Spirit,1800.0,Ares,1220.0,Stukov,1460.0,Dark Templar,1360.0,Survivor,0.4303353
Scientist,1580,Nomad,1360,Kerrigan,1320,Team Nova,1340,Scientist,1500,Scientist,1200,Spirit,1760.0,Prophet,1060.0,Niadra,1520.0,Artanis,1300.0,Survivor,0.50575465
Zagara,1040,Nomad,1680,Prophet,1800,Dark Templar,1680,Nomad,1240,Selendis,1140,Nomad,1740.0,Scientist,1280.0,Mira,1600.0,Thakras,1280.0,Survivor,0.15045358
Mira,1520,Kerrigan,1780,Spirit,1460,Mira,1320,Nomad,1620,Zagara,920,Scientist,1840.0,Prophet,1320.0,Ascendant,1180.0,Scientist,1680.0,Kerrigan,0.34568012
Nomad,1420,Scientist,1660,Zagara,1500,Helios,1760,Scientist,1200,Spirit,1600,Ascendant,1000.0,Ascendant,1320.0,Scientist,1740.0,Kerrigan,1480.0,Kerrigan,0.4883984
Dehaka,2220,Ascendant,1420,Zagara,2240,Ascendant,1260,Nomad,1620,Ascendant,1740,Team Nova,1800.0,Scientist,1740.0,Ascendant,1340.0,Ascendant,840.0,Kerrigan,0.954314
Dehaka,960,Selendis,1200,Spirit,1220,Niadra,1040,Mira,1360,Artanis,1180,Scientist,940.0,Ascendant,1500.0,,,,,Kerrigan,0.36123395
